load_addr,years_use
서울특별시 강동구 강동대로 171,23.0
서울특별시 강동구 강동대로 177,23.0
서울특별시 강동구 강동대로 217,19.0
서울특별시 강동구 강동대로51길 12,19.0
서울특별시 강동구 강동대로51길 75,23.0
서울특별시 강동구 강동대로53길 21,20.0
서울특별시 강동구 강동대로53길 28,20.0
서울특별시 강동구 강동대로53길 32,21.0
서울특별시 강동구 강동대로53길 43,20.0
서울특별시 강동구 강동대로53길 49,17.0
서울특별시 강동구 강동대로53길 58,22.0
서울특별시 강동구 강동대로53길 66,18.0
서울특별시 강동구 강동대로53길 68,18.0
서울특별시 강동구 강동대로55길 39,2.0
서울특별시 강동구 강동대로55길 68,18.0
서울특별시 강동구 고덕로 130,15.0
서울특별시 강동구 고덕로 131,14.0
서울특별시 강동구 고덕로 210,39.0
서울특별시 강동구 고덕로 240,36.0
서울특별시 강동구 고덕로 333,3.0
서울특별시 강동구 고덕로 360,2.0
서울특별시 강동구 고덕로 399,2.0
서울특별시 강동구 고덕로 427,11.0
서울특별시 강동구 고덕로 47,22.0
서울특별시 강동구 고덕로 52,24.0
서울특별시 강동구 고덕로 52-11,20.0
서울특별시 강동구 고덕로 64,6.0
서울특별시 강동구 고덕로10길 30,19.0
서울특별시 강동구 고덕로19길 30,20.0
서울특별시 강동구 고덕로20가길 44,18.0
서울특별시 강동구 고덕로20나길 49,15.0
서울특별시 강동구 고덕로23길 13-19,20.0
서울특별시 강동구 고덕로23길 9,18.0
서울특별시 강동구 고덕로24가길 4,18.0
서울특별시 강동구 고덕로25길 13-11,35.0
서울특별시 강동구 고덕로27길 33-27,28.0
서울특별시 강동구 고덕로27길 36,18.0
서울특별시 강동구 고덕로38길 34-8,18.0
서울특별시 강동구 고덕로38길 34-9,18.0
서울특별시 강동구 고덕로38길 39-7,16.0
서울특별시 강동구 고덕로61길 37,27.0
서울특별시 강동구 고덕로62길 126,35.0
서울특별시 강동구 고덕로62길 29,30.0
서울특별시 강동구 고덕로62길 76,36.0
서울특별시 강동구 고덕로80길 134,4.299145299145299
서울특별시 강동구 고덕로80길 99,3.0
서울특별시 강동구 고덕로97길 20,13.0
서울특별시 강동구 고덕로97길 29,13.0
서울특별시 강동구 구천면로 144,5.0
서울특별시 강동구 구천면로 189,25.0
서울특별시 강동구 구천면로 278,22.0
서울특별시 강동구 구천면로 297-5,18.0
서울특별시 강동구 구천면로 335,19.0
서울특별시 강동구 구천면로 365-13,17.0
서울특별시 강동구 구천면로 366,37.0
서울특별시 강동구 구천면로 557,30.0
서울특별시 강동구 구천면로13길 17,18.0
서울특별시 강동구 구천면로17길 18,20.0
서울특별시 강동구 구천면로24길 9,3.0
서울특별시 강동구 구천면로41길 79,24.0
서울특별시 강동구 구천면로42길 16,31.0
서울특별시 강동구 구천면로47가길 14-36,18.0
서울특별시 강동구 구천면로47가길 14-38,18.0
서울특별시 강동구 구천면로47길 69-18,19.0
서울특별시 강동구 구천면로65길 12,21.0
서울특별시 강동구 구천면로68길 38,19.0
서울특별시 강동구 동남로49길 57,38.0
서울특별시 강동구 동남로49길 60-5,25.0
서울특별시 강동구 동남로71길 19,36.0
서울특별시 강동구 동남로71길 38,27.0
서울특별시 강동구 동남로71길 41,36.0
서울특별시 강동구 동남로73길 26,28.0
서울특별시 강동구 동남로79길 26,11.0
서울특별시 강동구 명일로 102,24.0
서울특별시 강동구 명일로 110,16.0
서울특별시 강동구 명일로 113,24.0
서울특별시 강동구 명일로 143,19.0
서울특별시 강동구 명일로 152,15.0
서울특별시 강동구 명일로 158-5,26.0
서울특별시 강동구 명일로 172,12.0
서울특별시 강동구 명일로 201,17.0
서울특별시 강동구 명일로 222,18.0
서울특별시 강동구 명일로 238,21.0
서울특별시 강동구 명일로 260,23.0
서울특별시 강동구 명일로 286,40.0
서울특별시 강동구 명일로 293,40.0
서울특별시 강동구 명일로 376,36.0
서울특별시 강동구 명일로10가길 24,13.0
서울특별시 강동구 명일로12길 56,27.0
서울특별시 강동구 명일로13길 38,13.0
서울특별시 강동구 명일로17길 18,18.0
서울특별시 강동구 명일로17길 40,19.0
서울특별시 강동구 명일로24길 11-9,19.0
서울특별시 강동구 명일로26길 20,19.0
서울특별시 강동구 명일로26길 5,18.0
서울특별시 강동구 상암로 11,22.0
서울특별시 강동구 상암로 154,19.0
서울특별시 강동구 상암로 154-1,19.0
서울특별시 강동구 상암로 199,18.0
서울특별시 강동구 상암로 210-32,18.0
서울특별시 강동구 상암로 224,38.0
서울특별시 강동구 상암로 225,38.0
서울특별시 강동구 상암로 251,37.0
서울특별시 강동구 상암로 41,23.0
서울특별시 강동구 상암로12길 13,25.0
서울특별시 강동구 상암로12길 24,25.0
서울특별시 강동구 상암로12길 32,17.0
서울특별시 강동구 상암로15길 34,16.0
서울특별시 강동구 상암로23길 14,11.0
서울특별시 강동구 상암로23길 28,13.0
서울특별시 강동구 상암로3길 32,15.0
서울특별시 강동구 상암로3길 36,15.0
서울특별시 강동구 상암로3길 54,21.0
서울특별시 강동구 상암로3길 77,20.0
서울특별시 강동구 상암로41가길 11,19.0
서울특별시 강동구 상암로41가길 40,20.0
서울특별시 강동구 상암로41길 13,20.0
서울특별시 강동구 상암로41길 29,12.0
서울특별시 강동구 상암로41길 45,20.0
서울특별시 강동구 상암로41길 61,14.0
서울특별시 강동구 상암로41길 79,19.0
서울특별시 강동구 상암로41길 89,21.0
서울특별시 강동구 상암로41길 89-7,20.0
서울특별시 강동구 상암로41길 89-8,22.0
서울특별시 강동구 상암로41길 91,22.0
서울특별시 강동구 상암로47길 33,15.0
서울특별시 강동구 상암로47길 38,20.0
서울특별시 강동구 상암로47길 80-16,21.0
서울특별시 강동구 상암로49길 12-8,18.0
서울특별시 강동구 상암로49길 13,20.0
서울특별시 강동구 상암로4가길 48,19.0
서울특별시 강동구 상암로4길 33,15.0
서울특별시 강동구 상암로51길 54,23.0
서울특별시 강동구 상암로51길 61,23.0
서울특별시 강동구 상암로79길 88,3.0
서울특별시 강동구 상암로81길 7,25.0
서울특별시 강동구 상일로 152,11.0
서울특별시 강동구 상일로 55,1.0
서울특별시 강동구 상일로 74,11.0
서울특별시 강동구 상일로11길 25,39.0
서울특별시 강동구 선사로 120,13.0
서울특별시 강동구 선사로 138,12.0
서울특별시 강동구 선사로 20,19.0
서울특별시 강동구 성내로 54,4.0
서울특별시 강동구 성내로 63,20.0
서울특별시 강동구 성내로 64,1.0
서울특별시 강동구 성내로 65,3.0
서울특별시 강동구 성내로 79,3.0
서울특별시 강동구 성내로 80,6.0
서울특별시 강동구 성내로 91,6.0
서울특별시 강동구 성내로14길 18,25.0
서울특별시 강동구 성내로17길 72,16.0
서울특별시 강동구 성내로18길 13,19.0
서울특별시 강동구 성내로18길 41,22.0
서울특별시 강동구 성내로18길 9,23.0
서울특별시 강동구 성내로6가길 110,16.0
서울특별시 강동구 성내로6가길 29,20.0
서울특별시 강동구 성내로6가길 42,21.0
서울특별시 강동구 성내로6가길 98,18.0
서울특별시 강동구 성내로6길 34-15,17.0
서울특별시 강동구 성내로6길 42-20,16.0
서울특별시 강동구 성내로6나길 27,20.0
서울특별시 강동구 성내로6다길 115,21.0
서울특별시 강동구 성내로6다길 15,20.0
서울특별시 강동구 성내로6다길 42,29.0
서울특별시 강동구 성내로8길 22,8.0
서울특별시 강동구 성안로 109,29.0
서울특별시 강동구 성안로 11-10,14.0
서울특별시 강동구 성안로 155,18.0
서울특별시 강동구 성안로 162,18.0
서울특별시 강동구 성안로 170,18.0
서울특별시 강동구 성안로 172,18.0
서울특별시 강동구 성안로 174,18.0
서울특별시 강동구 성안로 176,21.0
서울특별시 강동구 성안로 18,17.0
서울특별시 강동구 성안로 182,18.0
서울특별시 강동구 성안로 184,21.0
서울특별시 강동구 성안로 192,22.0
서울특별시 강동구 성안로 195,5.0
서울특별시 강동구 성안로 21,19.0
서울특별시 강동구 성안로 26,21.0
서울특별시 강동구 성안로 54,19.0
서울특별시 강동구 성안로 66,19.0
서울특별시 강동구 성안로 67,19.0
서울특별시 강동구 성안로 7-7,21.0
서울특별시 강동구 성안로13길 60,19.0
서울특별시 강동구 성안로25길 15,25.0
서울특별시 강동구 성안로25길 40,19.0
서울특별시 강동구 성안로25길 6,25.0
서울특별시 강동구 성안로27길 63-20,6.0
서울특별시 강동구 성안로3길 51,21.0
서울특별시 강동구 아리수로 64,30.0
서울특별시 강동구 아리수로50길 50,6.0
서울특별시 강동구 아리수로93가길 25,13.0
서울특별시 강동구 아리수로93길 40,13.0
서울특별시 강동구 아리수로94길 19,13.0
서울특별시 강동구 아리수로94길 72,13.0
서울특별시 강동구 아리수로97길 19,13.0
서울특별시 강동구 아리수로97길 20,13.0
서울특별시 강동구 아리수로97길 68,13.0
서울특별시 강동구 아리수로98길 25,13.0
서울특별시 강동구 암사13길 7,20.0
서울특별시 강동구 암사19길 25,20.0
서울특별시 강동구 암사19길 45,12.0
서울특별시 강동구 암사1길 9,18.0
서울특별시 강동구 암사길 109,12.0
서울특별시 강동구 암사길 35,18.0
서울특별시 강동구 암사길 59,20.0
서울특별시 강동구 양재대로 1340,42.0
서울특별시 강동구 양재대로 1404-10,17.0
서울특별시 강동구 양재대로 1500-25,18.0
서울특별시 강동구 양재대로 1557,35.0
서울특별시 강동구 양재대로 1650,3.0
서울특별시 강동구 양재대로 1706,26.0
서울특별시 강동구 양재대로 1716,36.0
서울특별시 강동구 양재대로101길 46,18.0
서울특별시 강동구 양재대로101길 5,18.0
서울특별시 강동구 양재대로101길 51-10,17.0
서울특별시 강동구 양재대로101길 51-16,18.0
서울특별시 강동구 양재대로101길 51-18,18.0
서울특별시 강동구 양재대로102길 11,18.0
서울특별시 강동구 양재대로102길 44,19.0
서울특별시 강동구 양재대로110길 28,18.0
서울특별시 강동구 양재대로111길 54,19.0
서울특별시 강동구 양재대로112길 17,6.0
서울특별시 강동구 양재대로112길 26,19.0
서울특별시 강동구 양재대로112길 77,18.0
서울특별시 강동구 양재대로113길 50,26.0
서울특별시 강동구 양재대로113길 53,17.0
서울특별시 강동구 양재대로115길 7,20.0
서울특별시 강동구 양재대로121길 16,19.0
서울특별시 강동구 양재대로121길 22,18.0
서울특별시 강동구 양재대로121길 25-6,18.0
서울특별시 강동구 양재대로121길 26,25.0
서울특별시 강동구 양재대로121길 31,19.0
서울특별시 강동구 양재대로121길 49,18.0
서울특별시 강동구 양재대로121길 49-7,18.0
서울특별시 강동구 양재대로121길 50,18.0
서울특별시 강동구 양재대로122가길 14,18.0
서울특별시 강동구 양재대로122가길 26,18.0
서울특별시 강동구 양재대로122가길 30,18.0
서울특별시 강동구 양재대로122가길 51,16.0
서울특별시 강동구 양재대로122길 16,13.0
서울특별시 강동구 양재대로123길 30,17.0
서울특별시 강동구 양재대로123길 31,21.0
서울특별시 강동구 양재대로124길 32,13.0
서울특별시 강동구 양재대로125길 19,26.0
서울특별시 강동구 양재대로126길 49,17.0
서울특별시 강동구 양재대로127길 53,18.0
서울특별시 강동구 양재대로130길 13,18.0
서울특별시 강동구 양재대로130길 17,18.0
서울특별시 강동구 양재대로130길 26,20.0
서울특별시 강동구 양재대로130길 36,17.0
서울특별시 강동구 양재대로131가길 19,18.0
서울특별시 강동구 양재대로131길 27,19.0
서울특별시 강동구 양재대로131길 45,19.0
서울특별시 강동구 양재대로133길 19,20.0
서울특별시 강동구 양재대로133길 51,17.0
서울특별시 강동구 양재대로134길 87,34.0
서울특별시 강동구 양재대로147길 40,18.0
서울특별시 강동구 양재대로81길 16,18.0
서울특별시 강동구 양재대로81길 61,20.0
서울특별시 강동구 양재대로81길 76,21.0
서울특별시 강동구 양재대로81길 90,20.0
서울특별시 강동구 양재대로85길 55,21.0
서울특별시 강동구 양재대로85길 60,18.0
서울특별시 강동구 양재대로87길 18,21.0
서울특별시 강동구 양재대로89길 16,19.0
서울특별시 강동구 양재대로91가길 70,22.0
서울특별시 강동구 양재대로91가길 98,13.0
