,case_year,gu,dong,dong0,bunji,floor_cat,build_area_grade,land,price,lowest,hammer,year,date_ym,low_per,ham_per,comment_val,result,dong1,"('brand_name', 0)","('addr_lat', 0)","('addr_lng', 0)"
839,2018,영등포구,영등포동1가,서울특별시 영등포구 영등포동1가,144,8~12층,소형,1,130000000,104000000,104000000.0,2019,201908,80,80.0,0,1,서울특별시 영등포구 영등포동1가 144,래미안라센트아파트,37.599480756187695,127.03883000318879
840,2018,도봉구,창동,서울특별시 도봉구 창동,607-4,4~7층,중형,1,276000000,220800000,220800000.0,2019,201908,80,80.0,0,1,서울특별시 도봉구 창동 607-4,래미안라센트아파트,37.599480756187695,127.03883000318879
841,2018,노원구,상계동,서울특별시 노원구 상계동,1282,지하~3층,소형,1,401000000,320800000,320800000.0,2019,201908,80,80.0,0,1,서울특별시 노원구 상계동 1282,래미안라센트아파트,37.599480756187695,127.03883000318879
842,2018,동대문구,장안동,서울특별시 동대문구 장안동,329-3,4~7층,중형,1,582000000,465600000,465600000.0,2019,201908,80,80.0,0,1,서울특별시 동대문구 장안동 329-3,래미안라센트아파트,37.599480756187695,127.03883000318879
843,2018,중랑구,면목동,서울특별시 중랑구 면목동,472-8,8~12층,중형,1,425000000,425000000,442198000.0,2019,201908,100,104.0,0,1,서울특별시 중랑구 면목동 472-8,래미안라센트아파트,37.599480756187695,127.03883000318879
844,2019,도봉구,창동,서울특별시 도봉구 창동,347,8~12층,소형,1,440000000,440000000,483000000.0,2019,201908,100,110.0,0,1,서울특별시 도봉구 창동 347,래미안라센트아파트,37.599480756187695,127.03883000318879
845,2018,서초구,잠원동,서울특별시 서초구 잠원동,55-12,8~12층,소형,1,1300000000,1040000000,1040000000.0,2019,201908,80,80.0,0,1,서울특별시 서초구 잠원동 55-12,래미안라센트아파트,37.599480756187695,127.03883000318879
846,2018,강동구,암사동,서울특별시 강동구 암사동,414-2,지하~3층,대형,1,1090000000,872000000,872000000.0,2019,201908,80,80.0,0,1,서울특별시 강동구 암사동 414-2,래미안라센트아파트,37.599480756187695,127.03883000318879
847,2018,송파구,풍납동,서울특별시 송파구 풍납동,219,8~12층,대형,1,845000000,845000000,853990000.0,2019,201908,100,101.0,0,1,서울특별시 송파구 풍납동 219,래미안라센트아파트,37.599480756187695,127.03883000318879
848,2018,송파구,거여동,서울특별시 송파구 거여동,46,8~12층,소형,1,175000000,140000000,140000000.0,2019,201908,80,80.0,0,1,서울특별시 송파구 거여동 46,래미안라센트아파트,37.599480756187695,127.03883000318879
849,2018,강남구,논현동,서울특별시 강남구 논현동,47-10,지하~3층,대형,1,780000000,780000000,780000000.0,2019,201908,100,100.0,0,1,서울특별시 강남구 논현동 47-10,래미안라센트아파트,37.599480756187695,127.03883000318879
850,2018,영등포구,당산동4가,서울특별시 영등포구 당산동4가,88,8~12층,소형,1,595000000,595000000,683770000.0,2019,201908,100,115.0,0,1,서울특별시 영등포구 당산동4가 88,래미안라센트아파트,37.599480756187695,127.03883000318879
851,2018,강남구,도곡동,서울특별시 강남구 도곡동,465,8~12층,소형,1,563000000,450400000,450400000.0,2019,201908,80,80.0,0,1,서울특별시 강남구 도곡동 465,래미안라센트아파트,37.599480756187695,127.03883000318879
852,2018,강서구,화곡동,서울특별시 강서구 화곡동,919-1,4~7층,중형,1,399000000,319200000,371555500.0,2019,201908,80,93.121679197995,0,1,서울특별시 강서구 화곡동 919-1,래미안라센트아파트,37.599480756187695,127.03883000318879
853,2018,송파구,가락동,서울특별시 송파구 가락동,55,4~7층,중형,1,749000000,599200000,599200000.0,2019,201908,80,80.0,0,1,서울특별시 송파구 가락동 55,래미안라센트아파트,37.599480756187695,127.03883000318879
854,2018,성동구,용답동,서울특별시 성동구 용답동,252,8~12층,중형,1,554000000,443200000,443200000.0,2019,201908,80,80.0,0,1,서울특별시 성동구 용답동 252,래미안라센트아파트,37.599480756187695,127.03883000318879
855,2018,성북구,정릉동,서울특별시 성북구 정릉동,1024,8~12층,소형,1,219500000,175600000,175600000.0,2019,201908,80,80.0,0,1,서울특별시 성북구 정릉동 1024,래미안라센트아파트,37.599480756187695,127.03883000318879
856,2018,강동구,암사동,서울특별시 강동구 암사동,516-2,지하~3층,중형,1,551000000,440800000,440800000.0,2019,201908,80,80.0,0,1,서울특별시 강동구 암사동 516-2,래미안라센트아파트,37.599480756187695,127.03883000318879
857,2018,송파구,가락동,서울특별시 송파구 가락동,95,4~7층,초대형,1,1130000000,904000000,904000000.0,2019,201908,80,80.0,0,1,서울특별시 송파구 가락동 95,래미안라센트아파트,37.599480756187695,127.03883000318879
858,2018,노원구,상계동,서울특별시 노원구 상계동,740,4~7층,중형,1,413000000,413000000,505389700.0,2019,201908,100,122.0,0,1,서울특별시 노원구 상계동 740,래미안라센트아파트,37.599480756187695,127.03883000318879
859,2018,성북구,정릉동,서울특별시 성북구 정릉동,1024,8~12층,대형,1,508000000,325120000,325120000.0,2019,201908,64,64.0,0,1,서울특별시 성북구 정릉동 1024,래미안라센트아파트,37.599480756187695,127.03883000318879
860,2018,성북구,정릉동,서울특별시 성북구 정릉동,1021,4~7층,소형,1,360000000,288000000,288000000.0,2019,201908,80,80.0,0,1,서울특별시 성북구 정릉동 1021,래미안라센트아파트,37.599480756187695,127.03883000318879
861,2019,강북구,번동,서울특별시 강북구 번동,234,지하~3층,소형,1,347000000,347000000,350111000.0,2019,201908,100,101.0,0,1,서울특별시 강북구 번동 234,래미안라센트아파트,37.599480756187695,127.03883000318879
862,2019,동작구,사당동,서울특별시 동작구 사당동,1157,지하~3층,중형,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
863,2019,동작구,사당동,서울특별시 동작구 사당동,1157,지하~3층,중형,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
864,2019,동작구,사당동,서울특별시 동작구 사당동,1157,4~7층,중형,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
865,2019,동작구,사당동,서울특별시 동작구 사당동,1157,4~7층,중형,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
866,2019,동작구,사당동,서울특별시 동작구 사당동,1157,4~7층,중형,1,1080000000,864000000,864000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
867,2019,동작구,사당동,서울특별시 동작구 사당동,1157,13~20층,중형,1,1130000000,904000000,904000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
868,2019,동작구,사당동,서울특별시 동작구 사당동,1157,4~7층,중형,1,1080000000,864000000,864000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
869,2019,동작구,사당동,서울특별시 동작구 사당동,1157,8~12층,중형,1,1080000000,864000000,864000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
870,2019,동작구,사당동,서울특별시 동작구 사당동,1157,8~12층,중형,1,1080000000,864000000,864000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
871,2019,동작구,사당동,서울특별시 동작구 사당동,1157,4~7층,중형,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
872,2019,동작구,사당동,서울특별시 동작구 사당동,1157,13~20층,중형,1,1130000000,904000000,904000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
873,2019,동작구,사당동,서울특별시 동작구 사당동,1157,지하~3층,중형,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
874,2019,동작구,사당동,서울특별시 동작구 사당동,1157,4~7층,중형,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,0,1,서울특별시 동작구 사당동 1157,래미안라센트아파트,37.599480756187695,127.03883000318879
875,2018,노원구,월계동,서울특별시 노원구 월계동,436,8~12층,중형,1,400000000,256000000,313800000.0,2019,201907,64,78.45,0,1,서울특별시 노원구 월계동 436,래미안라센트아파트,37.599480756187695,127.03883000318879
876,2018,동대문구,이문동,서울특별시 동대문구 이문동,64,지하~3층,소형,1,490000000,392000000,392000000.0,2019,201907,80,80.0,0,1,서울특별시 동대문구 이문동 64,래미안라센트아파트,37.599480756187695,127.03883000318879
877,2019,노원구,공릉동,서울특별시 노원구 공릉동,81,8~12층,소형,1,415000000,332000000,332000000.0,2019,201907,80,80.0,0,1,서울특별시 노원구 공릉동 81,래미안라센트아파트,37.599480756187695,127.03883000318879
878,2019,중랑구,면목동,서울특별시 중랑구 면목동,193-1,8~12층,소형,1,180000000,144000000,144000000.0,2019,201907,80,80.0,0,1,서울특별시 중랑구 면목동 193-1,래미안라센트아파트,37.599480756187695,127.03883000318879
879,2019,성북구,하월곡동,서울특별시 성북구 하월곡동,222,13~20층,대형,1,680000000,544000000,544000000.0,2019,201907,80,80.0,0,1,서울특별시 성북구 하월곡동 222,래미안라센트아파트,37.599480756187695,127.03883000318879
880,2018,서대문구,홍제동,서울특별시 서대문구 홍제동,312-243,4~7층,초대형,1,533000000,341120000,341120000.0,2019,201907,64,64.0,0,1,서울특별시 서대문구 홍제동 312-243,래미안라센트아파트,37.599480756187695,127.03883000318879
881,2018,서초구,우면동,서울특별시 서초구 우면동,70,지하~3층,소형,1,773000000,773000000,773000000.0,2019,201907,100,100.0,0,1,서울특별시 서초구 우면동 70,래미안라센트아파트,37.599480756187695,127.03883000318879
882,2018,강서구,방화동,서울특별시 강서구 방화동,831,지하~3층,초대형,1,749000000,599200000,683999999.0,2019,201907,80,91.0,0,1,서울특별시 강서구 방화동 831,래미안라센트아파트,37.599480756187695,127.03883000318879
883,2018,양천구,신월동,서울특별시 양천구 신월동,12-4,4~7층,소형,1,220000000,176000000,190150000.0,2019,201907,80,86.0,0,1,서울특별시 양천구 신월동 12-4,래미안라센트아파트,37.599480756187695,127.03883000318879
884,2018,강동구,명일동,서울특별시 강동구 명일동,42,8~12층,대형,1,1140000000,912000000,912000000.0,2019,201907,80,80.0,0,1,서울특별시 강동구 명일동 42,래미안라센트아파트,37.599480756187695,127.03883000318879
885,2018,도봉구,도봉동,서울특별시 도봉구 도봉동,556-18,지하~3층,중형,1,208000000,208000000,210079000.0,2019,201907,100,101.0,0,1,서울특별시 도봉구 도봉동 556-18,래미안라센트아파트,37.599480756187695,127.03883000318879
886,2018,노원구,상계동,서울특별시 노원구 상계동,647,8~12층,소형,1,403000000,322400000,322400000.0,2019,201907,80,80.0,0,1,서울특별시 노원구 상계동 647,래미안라센트아파트,37.599480756187695,127.03883000318879
887,2018,노원구,중계동,서울특별시 노원구 중계동,363-1,8~12층,소형,1,310000000,248000000,248000000.0,2019,201907,80,80.0,0,1,서울특별시 노원구 중계동 363-1,래미안라센트아파트,37.599480756187695,127.03883000318879
888,2019,도봉구,방학동,서울특별시 도봉구 방학동,496,13~20층,중형,1,344000000,344000000,361000000.0,2019,201907,100,105.0,0,1,서울특별시 도봉구 방학동 496,래미안라센트아파트,37.599480756187695,127.03883000318879
889,2019,광진구,자양동,서울특별시 광진구 자양동,663-21,4~7층,대형,1,662000000,529600000,529600000.0,2019,201907,80,80.0,0,1,서울특별시 광진구 자양동 663-21,래미안라센트아파트,37.599480756187695,127.03883000318879
890,2019,노원구,하계동,서울특별시 노원구 하계동,274,8~12층,소형,1,240000000,240000000,271200000.0,2019,201907,100,113.0,0,1,서울특별시 노원구 하계동 274,래미안라센트아파트,37.599480756187695,127.03883000318879
891,2018,강남구,도곡동,서울특별시 강남구 도곡동,527,지하~3층,초대형,1,2470000000,1976000000,1976000000.0,2019,201907,80,80.0,0,1,서울특별시 강남구 도곡동 527,래미안라센트아파트,37.599480756187695,127.03883000318879
892,2018,은평구,대조동,서울특별시 은평구 대조동,231,8~12층,소형,1,372000000,372000000,384988100.0,2019,201907,100,103.0,0,1,서울특별시 은평구 대조동 231,래미안라센트아파트,37.599480756187695,127.03883000318879
893,2018,양천구,신월동,서울특별시 양천구 신월동,440-10,지하~3층,소형,1,54000000,43200000,43330000.0,2019,201907,80,80.0,0,1,서울특별시 양천구 신월동 440-10,래미안라센트아파트,37.599480756187695,127.03883000318879
894,2018,중랑구,신내동,서울특별시 중랑구 신내동,616-1,지하~3층,대형,1,331000000,264800000,264800000.0,2019,201907,80,80.0,0,1,서울특별시 중랑구 신내동 616-1,래미안라센트아파트,37.599480756187695,127.03883000318879
895,2018,강동구,성내동,서울특별시 강동구 성내동,448-17,8~12층,초대형,1,1029000000,823200000,900000000.0,2019,201907,80,87.0,0,1,서울특별시 강동구 성내동 448-17,래미안라센트아파트,37.599480756187695,127.03883000318879
896,2018,광진구,광장동,서울특별시 광진구 광장동,145-8,4~7층,초대형,1,2120000000,1696000000,1840000000.0,2019,201907,80,87.0,0,1,서울특별시 광진구 광장동 145-8,래미안라센트아파트,37.599480756187695,127.03883000318879
897,2018,도봉구,방학동,서울특별시 도봉구 방학동,740,지하~3층,대형,1,467000000,373600000,373600000.0,2019,201907,80,80.0,0,1,서울특별시 도봉구 방학동 740,래미안라센트아파트,37.599480756187695,127.03883000318879
898,2018,강동구,천호동,서울특별시 강동구 천호동,565,8~12층,소형,1,200000000,160000000,183900000.0,2019,201907,80,92.0,0,1,서울특별시 강동구 천호동 565,래미안라센트아파트,37.599480756187695,127.03883000318879
899,2019,중랑구,신내동,서울특별시 중랑구 신내동,801,지하~3층,중형,1,420000000,420000000,445190000.0,2019,201907,100,106.0,0,1,서울특별시 중랑구 신내동 801,래미안라센트아파트,37.599480756187695,127.03883000318879
900,2018,강서구,화곡동,서울특별시 강서구 화곡동,1155,4~7층,중형,1,487000000,311680000,426110000.0,2019,201907,64,87.0,0,1,서울특별시 강서구 화곡동 1155,래미안라센트아파트,37.599480756187695,127.03883000318879
901,2018,은평구,증산동,서울특별시 은평구 증산동,162-20,4~7층,대형,1,490000000,313600000,342324000.0,2019,201907,64,70.0,0,1,서울특별시 은평구 증산동 162-20,래미안라센트아파트,37.599480756187695,127.03883000318879
902,2018,구로구,고척동,서울특별시 구로구 고척동,321,4~7층,중형,1,362000000,289600000,352300000.0,2019,201907,80,97.0,0,1,서울특별시 구로구 고척동 321,래미안라센트아파트,37.599480756187695,127.03883000318879
903,2018,동작구,사당동,서울특별시 동작구 사당동,1137,4~7층,대형,1,832000000,832000000,957999990.0,2019,201907,100,115.0,0,1,서울특별시 동작구 사당동 1137,래미안라센트아파트,37.599480756187695,127.03883000318879
904,2018,강남구,신사동,서울특별시 강남구 신사동,523-4,지하~3층,중형,1,508000000,508000000,511150000.0,2019,201907,100,101.0,0,1,서울특별시 강남구 신사동 523-4,래미안라센트아파트,37.599480756187695,127.03883000318879
905,2018,금천구,시흥동,서울특별시 금천구 시흥동,1013,13~20층,소형,1,325000000,260000000,293585000.0,2019,201907,80,90.0,0,1,서울특별시 금천구 시흥동 1013,래미안라센트아파트,37.599480756187695,127.03883000318879
906,2018,강서구,염창동,서울특별시 강서구 염창동,245-1,지하~3층,중형,1,588000000,470400000,571000000.0,2019,201907,80,97.0,0,1,서울특별시 강서구 염창동 245-1,래미안라센트아파트,37.599480756187695,127.03883000318879
907,2019,은평구,녹번동,서울특별시 은평구 녹번동,83-18,4~7층,소형,1,348000000,278400000,300000000.0,2019,201907,80,86.0,0,1,서울특별시 은평구 녹번동 83-18,래미안라센트아파트,37.599480756187695,127.03883000318879
908,2019,강서구,방화동,서울특별시 강서구 방화동,863,4~7층,소형,1,301000000,240800000,285899900.0,2019,201907,80,95.0,0,1,서울특별시 강서구 방화동 863,래미안라센트아파트,37.599480756187695,127.03883000318879
909,2018,광진구,구의동,서울특별시 광진구 구의동,660,4~7층,중형,1,730000000,584000000,709999999.0,2019,201907,80,97.0,0,1,서울특별시 광진구 구의동 660,래미안라센트아파트,37.599480756187695,127.03883000318879
910,2018,도봉구,도봉동,서울특별시 도봉구 도봉동,642,4~7층,대형,1,390000000,390000000,400000000.0,2019,201907,100,102.56410256410255,0,1,서울특별시 도봉구 도봉동 642,래미안라센트아파트,37.599480756187695,127.03883000318879
911,2018,관악구,신림동,서울특별시 관악구 신림동,1714,8~12층,중형,1,397000000,317600000,423810000.0,2019,201906,80,107.0,0,1,서울특별시 관악구 신림동 1714,래미안라센트아파트,37.599480756187695,127.03883000318879
912,2018,관악구,남현동,서울특별시 관악구 남현동,1072-63,지하~3층,중형,1,390000000,390000000,403660000.0,2019,201906,100,104.0,0,1,서울특별시 관악구 남현동 1072-63,래미안라센트아파트,37.599480756187695,127.03883000318879
913,2018,강남구,삼성동,서울특별시 강남구 삼성동,55,13~20층,초대형,1,2600000000,2080000000,2890870000.0,2019,201906,80,111.0,0,1,서울특별시 강남구 삼성동 55,래미안라센트아파트,37.599480756187695,127.03883000318879
914,2018,성동구,마장동,서울특별시 성동구 마장동,768-1,4~7층,대형,1,462000000,369600000,369600000.0,2019,201906,80,80.0,0,1,서울특별시 성동구 마장동 768-1,래미안라센트아파트,37.599480756187695,127.03883000318879
915,2018,도봉구,방학동,서울특별시 도봉구 방학동,531,지하~3층,중형,1,330000000,264000000,341000000.0,2019,201906,80,103.0,0,1,서울특별시 도봉구 방학동 531,래미안라센트아파트,37.599480756187695,127.03883000318879
916,2018,성북구,정릉동,서울특별시 성북구 정릉동,1031,4~7층,소형,1,498000000,398400000,465100000.0,2019,201906,80,93.0,0,1,서울특별시 성북구 정릉동 1031,래미안라센트아파트,37.599480756187695,127.03883000318879
917,2018,동대문구,장안동,서울특별시 동대문구 장안동,372-16,8~12층,소형,1,326000000,260800000,287139900.0,2019,201906,80,88.0,0,1,서울특별시 동대문구 장안동 372-16,래미안라센트아파트,37.599480756187695,127.03883000318879
918,2018,송파구,가락동,서울특별시 송파구 가락동,140,13~20층,중형,1,809000000,809000000,809000000.0,2019,201906,100,100.0,0,1,서울특별시 송파구 가락동 140,래미안라센트아파트,37.599480756187695,127.03883000318879
919,2018,송파구,가락동,서울특별시 송파구 가락동,53,13~20층,소형,1,700000000,700000000,700000000.0,2019,201906,100,100.0,0,1,서울특별시 송파구 가락동 53,래미안라센트아파트,37.599480756187695,127.03883000318879
920,2018,강북구,미아동,서울특별시 강북구 미아동,1357,지하~3층,대형,1,604000000,483200000,516879000.0,2019,201906,80,86.0,0,1,서울특별시 강북구 미아동 1357,래미안라센트아파트,37.599480756187695,127.03883000318879
921,2018,노원구,상계동,서울특별시 노원구 상계동,1304,13~20층,중형,1,511000000,408800000,424910000.0,2019,201906,80,83.0,0,1,서울특별시 노원구 상계동 1304,래미안라센트아파트,37.599480756187695,127.03883000318879
922,2019,성북구,돈암동,서울특별시 성북구 돈암동,642,지하~3층,중형,1,540000000,540000000,599990000.0,2019,201906,100,111.0,0,1,서울특별시 성북구 돈암동 642,래미안라센트아파트,37.599480756187695,127.03883000318879
923,2018,강남구,삼성동,서울특별시 강남구 삼성동,117,8~12층,초대형,1,1630000000,1304000000,1618118000.0,2019,201906,80,99.0,0,1,서울특별시 강남구 삼성동 117,래미안라센트아파트,37.599480756187695,127.03883000318879
924,2018,관악구,봉천동,서울특별시 관악구 봉천동,685-103,지하~3층,중형,1,210000000,134400000,200330000.0,2019,201906,64,95.0,0,1,서울특별시 관악구 봉천동 685-103,래미안라센트아파트,37.599480756187695,127.03883000318879
925,2018,서초구,내곡동,서울특별시 서초구 내곡동,143,13~20층,중형,0,1300000000,1040000000,1131295070.0,2019,201906,80,87.02269769230769,0,1,서울특별시 서초구 내곡동 143,래미안라센트아파트,37.599480756187695,127.03883000318879
926,2018,구로구,구로동,서울특별시 구로구 구로동,1279,지하~3층,중형,1,431000000,344800000,452550000.0,2019,201906,80,105.0,0,1,서울특별시 구로구 구로동 1279,래미안라센트아파트,37.599480756187695,127.03883000318879
927,2018,서대문구,홍은동,서울특별시 서대문구 홍은동,22,8~12층,중형,1,315000000,129024000,139991914.0,2019,201906,41,44.0,0,1,서울특별시 서대문구 홍은동 22,래미안라센트아파트,37.599480756187695,127.03883000318879
928,2018,관악구,봉천동,서울특별시 관악구 봉천동,1728,지하~3층,중형,1,645000000,516000000,613450000.0,2019,201906,80,95.10852713178295,0,1,서울특별시 관악구 봉천동 1728,래미안라센트아파트,37.599480756187695,127.03883000318879
929,2018,강남구,신사동,서울특별시 강남구 신사동,540-2,지하~3층,중형,1,762000000,609600000,662889999.0,2019,201906,80,86.99343818897638,0,1,서울특별시 강남구 신사동 540-2,래미안라센트아파트,37.599480756187695,127.03883000318879
930,2018,성동구,성수동2가,서울특별시 성동구 성수동2가,286,13~20층,소형,1,595000000,476000000,614100000.0,2019,201906,80,103.0,0,1,서울특별시 성동구 성수동2가 286,래미안라센트아파트,37.599480756187695,127.03883000318879
931,2018,도봉구,창동,서울특별시 도봉구 창동,38,13~20층,소형,1,265000000,212000000,216199999.0,2019,201906,80,82.0,0,1,서울특별시 도봉구 창동 38,래미안라센트아파트,37.599480756187695,127.03883000318879
932,2018,노원구,월계동,서울특별시 노원구 월계동,924,8~12층,소형,1,236000000,188800000,237369999.0,2019,201906,80,101.0,0,1,서울특별시 노원구 월계동 924,래미안라센트아파트,37.599480756187695,127.03883000318879
933,2018,성동구,응봉동,서울특별시 성동구 응봉동,276,13~20층,대형,1,980000000,784000000,930109000.0,2019,201906,80,95.0,0,1,서울특별시 성동구 응봉동 276,래미안라센트아파트,37.599480756187695,127.03883000318879
934,2018,성북구,종암동,서울특별시 성북구 종암동,33-45,4~7층,중형,1,345000000,276000000,310501000.0,2019,201906,80,90.0,0,1,서울특별시 성북구 종암동 33-45,래미안라센트아파트,37.599480756187695,127.03883000318879
935,2018,동대문구,휘경동,서울특별시 동대문구 휘경동,57,13~20층,소형,1,452000000,361600000,411990000.0,2019,201906,80,91.0,0,1,서울특별시 동대문구 휘경동 57,래미안라센트아파트,37.599480756187695,127.03883000318879
936,2018,노원구,공릉동,서울특별시 노원구 공릉동,748,13~20층,대형,1,547000000,437600000,523600000.0,2019,201906,80,96.0,0,1,서울특별시 노원구 공릉동 748,래미안라센트아파트,37.599480756187695,127.03883000318879
937,2018,중랑구,신내동,서울특별시 중랑구 신내동,437,지하~3층,초대형,1,414000000,414000000,450112300.0,2019,201906,100,109.0,0,1,서울특별시 중랑구 신내동 437,래미안라센트아파트,37.599480756187695,127.03883000318879
938,2019,동대문구,장안동,서울특별시 동대문구 장안동,373-3,4~7층,소형,1,130000000,104000000,111330000.0,2019,201906,80,86.0,0,1,서울특별시 동대문구 장안동 373-3,래미안라센트아파트,37.599480756187695,127.03883000318879
939,2018,관악구,신림동,서울특별시 관악구 신림동,1714,4~7층,중형,1,395000000,316000000,405330000.0,2019,201906,80,103.0,0,1,서울특별시 관악구 신림동 1714,래미안라센트아파트,37.599480756187695,127.03883000318879
940,2018,관악구,봉천동,서울특별시 관악구 봉천동,1698-1,4~7층,중형,1,585000000,468000000,607000000.0,2019,201906,80,104.0,0,1,서울특별시 관악구 봉천동 1698-1,래미안라센트아파트,37.599480756187695,127.03883000318879
941,2018,강서구,방화동,서울특별시 강서구 방화동,796,4~7층,중형,1,496000000,496000000,551000000.0,2019,201906,100,111.0,0,1,서울특별시 강서구 방화동 796,래미안라센트아파트,37.599480756187695,127.03883000318879
942,2018,서대문구,홍은동,서울특별시 서대문구 홍은동,455,8~12층,중형,1,438000000,438000000,500190000.0,2019,201906,100,114.0,0,1,서울특별시 서대문구 홍은동 455,래미안라센트아파트,37.599480756187695,127.03883000318879
943,2018,서대문구,미근동,서울특별시 서대문구 미근동,215,지하~3층,소형,0,210000000,210000000,284300000.0,2019,201906,100,135.0,0,1,서울특별시 서대문구 미근동 215,래미안라센트아파트,37.599480756187695,127.03883000318879
944,2018,용산구,한남동,서울특별시 용산구 한남동,726-74,지하~3층,대형,1,660000000,660000000,708998000.0,2019,201906,100,107.4239393939394,0,1,서울특별시 용산구 한남동 726-74,래미안라센트아파트,37.599480756187695,127.03883000318879
945,2018,은평구,수색동,서울특별시 은평구 수색동,75,13~20층,초대형,1,1200000000,960000000,1038000000.0,2019,201906,80,87.0,0,1,서울특별시 은평구 수색동 75,래미안라센트아파트,37.599480756187695,127.03883000318879
946,2018,서초구,서초동,서울특별시 서초구 서초동,1527-14,4~7층,중형,1,696000000,696000000,704333333.0,2019,201906,100,101.0,0,1,서울특별시 서초구 서초동 1527-14,래미안라센트아파트,37.599480756187695,127.03883000318879
947,2018,은평구,불광동,서울특별시 은평구 불광동,484-90,8~12층,대형,1,471000000,376800000,438500000.0,2019,201906,80,93.0,0,1,서울특별시 은평구 불광동 484-90,래미안라센트아파트,37.599480756187695,127.03883000318879
948,2018,노원구,하계동,서울특별시 노원구 하계동,256-5,4~7층,초대형,1,655000000,655000000,660000000.0,2019,201906,100,101.0,0,1,서울특별시 노원구 하계동 256-5,래미안라센트아파트,37.599480756187695,127.03883000318879
949,2018,영등포구,여의도동,서울특별시 영등포구 여의도동,61,21층 이상,초대형,1,2300000000,1840000000,1840000000.0,2019,201906,80,80.0,0,1,서울특별시 영등포구 여의도동 61,래미안라센트아파트,37.599480756187695,127.03883000318879
950,2018,양천구,목동,서울특별시 양천구 목동,904,지하~3층,대형,1,1330000000,1064000000,1064000000.0,2019,201906,80,80.0,0,1,서울특별시 양천구 목동 904,래미안라센트아파트,37.599480756187695,127.03883000318879
951,2018,서초구,우면동,서울특별시 서초구 우면동,753,8~12층,대형,1,1100000000,880000000,880000000.0,2019,201906,80,80.0,0,1,서울특별시 서초구 우면동 753,래미안라센트아파트,37.599480756187695,127.03883000318879
952,2018,은평구,진관동,서울특별시 은평구 진관동,140,13~20층,초대형,0,1070000000,856000000,856000000.0,2019,201906,80,80.0,0,1,서울특별시 은평구 진관동 140,래미안라센트아파트,37.599480756187695,127.03883000318879
953,2018,영등포구,여의도동,서울특별시 영등포구 여의도동,38-1,8~12층,중형,1,830000000,830000000,830000000.0,2019,201906,100,100.0,0,1,서울특별시 영등포구 여의도동 38-1,래미안라센트아파트,37.599480756187695,127.03883000318879
954,2018,강남구,대치동,서울특별시 강남구 대치동,1027,21층 이상,대형,1,3160000000,2528000000,2528000000.0,2019,201906,80,80.0,0,1,서울특별시 강남구 대치동 1027,래미안라센트아파트,37.599480756187695,127.03883000318879
955,2018,영등포구,영등포동,서울특별시 영등포구 영등포동,648,13~20층,중형,1,515000000,515000000,515000000.0,2019,201906,100,100.0,0,1,서울특별시 영등포구 영등포동 648,래미안라센트아파트,37.599480756187695,127.03883000318879
956,2018,성동구,옥수동,서울특별시 성동구 옥수동,436-6,지하~3층,초대형,1,700000000,560000000,560000000.0,2019,201906,80,80.0,0,1,서울특별시 성동구 옥수동 436-6,래미안라센트아파트,37.599480756187695,127.03883000318879
957,2018,영등포구,문래동3가,서울특별시 영등포구 문래동3가,76-1,8~12층,중형,1,900000000,900000000,900000000.0,2019,201905,100,100.0,0,1,서울특별시 영등포구 문래동3가 76-1,래미안라센트아파트,37.599480756187695,127.03883000318879
958,2018,강서구,염창동,서울특별시 강서구 염창동,249-11,8~12층,중형,1,547000000,437600000,437600000.0,2019,201905,80,80.0,0,1,서울특별시 강서구 염창동 249-11,래미안라센트아파트,37.599480756187695,127.03883000318879
